,h,x,y,z,"f(x, y, z)",diff,f`_x,f`_y,f`_z,norm
24,0.5,-1.3043803681260009,-1.6087608554612913,0.6246997097597209,-1.1658474272169221,-0.00028235343995275386,0.007969486753859556,0.01593885429842956,-0.011551620004849994,0.021236753994030255
25,0.5,-1.3083651115029307,-1.616730282610506,0.6304755197621459,-1.1660574095787752,-0.00020998236185310049,0.0068726483781422765,0.013745237151639778,-0.00996179883767967,0.018313991268065957
26,0.5,-1.3118014356920018,-1.623602901186326,0.6354564191809857,-1.1662135705672758,-0.00015616098850057547,0.005926773898491056,0.011853517994659724,-0.008590780670355347,0.015793481257142385
27,0.5,-1.3147648226412474,-1.629529660183656,0.6397518095161634,-1.166329705342189,-0.00011613477491323465,0.005111082116834309,0.010222149332507424,-0.0074084524719528755,0.01361986289983457
28,0.5,-1.3173203636996647,-1.6346407348499097,0.6434560357521398,-1.1664160731737045,-8.63678315154992e-05,0.004407654176405318,0.00881530090223015,-0.006388845195462345,0.0117453943427722
29,0.5,-1.3195241907878672,-1.6390483853010247,0.646650458349871,-1.1664803037396685,-6.423056596394083e-05,0.003801038387068356,0.007602073048846303,-0.005509563995216293,0.010128904327583822
30,0.5,-1.3214247099814014,-1.642849421825448,0.6494052403474792,-1.1665280711263406,-4.776738667211511e-05,0.0032779101923381404,0.006555818522031243,-0.004751296121190407,0.008734887895908061
31,0.5,-1.3230636650775704,-1.6461273310864635,0.6517808884080744,-1.1665635950734712,-3.552394713057794e-05,0.002826779126466672,0.00565355732161088,-0.004097386809100101,0.007532726550323938
32,0.5,-1.3244770546408038,-1.6489541097472689,0.6538295818126244,-1.1665900137433551,-2.6418669883954138e-05,0.002437736265508361,0.004875472065355546,-0.0035334734424219416,0.006496015742633179
33,0.5,-1.325695922773558,-1.6513918457799466,0.6555963185338354,-1.1666096609440422,-1.9647200687034072e-05,0.0021022364933596105,0.004204472753888799,-0.0030471700990548634,0.005601984918292819
34,0.5,-1.326747041020238,-1.6534940821568909,0.6571199035833628,-1.1666242722964124,-1.4611352370241804e-05,0.00181291077144341,0.0036258214264719424,-0.002627795500284247,0.004830997378719296
35,0.5,-1.3276534964059596,-1.655306992870127,0.6584338013335049,-1.1666351385577942,-1.0866261381803355e-05,0.0015634042607928222,0.0031268084633779836,-0.002266138406096907,0.0041661189763261405
36,0.5,-1.328435198536356,-1.656870397101816,0.6595668705365534,-1.1666432196466237,-8.081088829436922e-06,0.0013482367319206379,0.0026964734347374453,-0.0019542552968871973,0.0035927461690128436
37,0.5,-1.3291093169023163,-1.6582186338191847,0.660543998184997,-1.1666492294410111,-6.0097943874737325e-06,0.0011626821901822293,0.0023253643658123213,-0.0016852959003488266,0.0030982852646083523
38,0.5,-1.3296906579974075,-1.659381316002091,0.6613866461351714,-1.1666536988422689,-4.469401257756189e-06,0.0010026650701782103,0.002005330133080463,-0.0014533527304518845,0.0026718758101206596
39,0.5,-1.3301919905324966,-1.6603839810686312,0.6621133225003973,-1.1666570226743866,-3.3238321177631036e-06,0.0008646707177020208,0.0017293414317661737,-0.001253331334084784,0.0023041520502504065
40,0.5,-1.3306243258913475,-1.6612486517845142,0.6627399881674397,-1.1666594945625228,-2.471888136179601e-06,0.0007456681923723174,0.0014913363829255344,-0.001080838395308481,0.001987037215787925
41,0.5,-1.3309971599875337,-1.661994319975977,0.663280407365094,-1.1666613328716622,-1.8383091393570083e-06,0.0006430436950133345,0.0012860873891169522,-0.0009320852395560131,0.0017135661235972925
42,0.5,-1.3313186818350404,-1.6626373636705356,0.663746449984872,-1.1666626999968328,-1.3671251706259824e-06,0.0005545431573955595,0.0011090863143363716,-0.0008038046183118652,0.0014777321917323033
43,0.5,-1.3315959534137383,-1.663191906827704,0.6641483522940279,-1.1666637167089806,-1.0167121478055208e-06,0.00047822273327569054,0.0009564454663240074,-0.0006931789465172145,0.0012743555094902425
44,0.5,-1.331835064780376,-1.6636701295608658,0.6644949417672865,-1.1666644728237923,-7.56114811650832e-07,0.0004124061032672044,0.000824812206420722,-0.0005977784164807876,0.0010989690646614843
45,0.5,-1.3320412678320097,-1.6640825356640763,0.6647938309755269,-1.1666650351359569,-5.623121646092244e-07,0.0003556476557537991,0.0007112953114506437,-0.0005155076290273009,0.0009477206290464455
